id,release_date,original_title,title
564,1999-04-16,The Mummy,The Mummy
111,1983-12-09,Scarface,Scarface
665,1959-11-18,Ben-Hur,Ben-Hur
1422,2006-10-04,The Departed,The Departed
9820,1998-07-28,The Parent Trap,The Parent Trap
1091,1982-06-25,The Thing,The Thing
7445,2009-12-02,Brothers,Brothers
17379,2006-01-13,Last Holiday,Last Holiday
924,2004-03-19,Dawn of the Dead,Dawn of the Dead
565,2002-10-18,The Ring,The Ring
10483,2008-08-22,Death Race,Death Race
1644,1993-02-05,The Vanishing,The Vanishing
5503,1993-08-06,The Fugitive,The Fugitive
9291,2005-05-27,The Longest Yard,The Longest Yard
11358,2004-04-02,Walking Tall,Walking Tall
7552,2005-12-21,Fun with Dick and Jane,Fun with Dick and Jane
1636,2000-10-19,Bedazzled,Bedazzled
6114,1992-11-13,Bram Stoker's Dracula,Bram Stoker's Dracula
9373,2003-05-21,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre
63,1995-12-29,Twelve Monkeys,Twelve Monkeys
254,2005-12-12,King Kong,King Kong
9426,1986-08-15,The Fly,The Fly
9378,2001-10-26,Thir13en Ghosts,Thir13en Ghosts
14254,2009-01-30,The Uninvited,The Uninvited
9792,2006-03-10,The Hills Have Eyes,The Hills Have Eyes
9509,2004-04-23,Man on Fire,Man on Fire
14784,2008-01-03,The Fall,The Fall
12700,2005-05-20,Dominion: Prequel to The Exorcist,Dominion: Prequel to The Exorcist
1598,1991-11-13,Cape Fear,Cape Fear
966,1960-10-12,The Magnificent Seven,The Magnificent Seven
10885,2008-03-21,Shutter,Shutter
3036,1994-11-04,Mary Shelley's Frankenstein,Mary Shelley's Frankenstein
28512,2005-11-20,The Poseidon Adventure,The Poseidon Adventure
795,1998-04-10,City of Angels,City of Angels
18405,2009-03-13,The Last House on the Left,The Last House on the Left
14435,2009-01-16,My Bloody Valentine,My Bloody Valentine
11859,1995-11-03,Fair Game,Fair Game
15137,2007-09-01,ヱヴァンゲリヲン新劇場版：序,Evangelion: 1.0 You Are (Not) Alone
10066,2005-05-05,House of Wax,House of Wax
8970,1999-04-02,The Out-of-Towners,The Out-of-Towners
2976,2007-07-19,Hairspray,Hairspray
1090,1999-04-16,The Thirteenth Floor,The Thirteenth Floor
31608,1989-01-27,Three Fugitives,Three Fugitives
11352,1989-12-22,Always,Always
9038,2007-10-05,The Heartbreak Kid,The Heartbreak Kid
9313,1998-03-12,The Man in the Iron Mask,The Man in the Iron Mask
10510,1994-11-18,Miracle on 34th Street,Miracle on 34th Street
4858,2007-08-17,The Invasion,The Invasion
12185,1978-06-28,Heaven Can Wait,Heaven Can Wait
9030,2008-02-01,The Eye,The Eye
121518,1988-05-20,I Saw What You Did,I Saw What You Did
10141,1988-12-14,Dirty Rotten Scoundrels,Dirty Rotten Scoundrels
16007,2006-06-17,デスノート,Death Note
11377,1999-10-29,House on Haunted Hill,House on Haunted Hill
791,2005-10-14,The Fog,The Fog
13515,2008-08-15,Mirrors,Mirrors
9833,2004-12-08,The Phantom of the Opera,The Phantom of the Opera
5516,2004-03-25,The Ladykillers,The Ladykillers
9679,2000-06-09,Gone in Sixty Seconds,Gone in Sixty Seconds
4722,1993-06-09,Body Snatchers,Body Snatchers
2135,2002-03-04,The Time Machine,The Time Machine
56715,2001-04-06,Just Visiting,Just Visiting
15855,1943-08-12,Phantom of the Opera,Phantom of the Opera
12614,1982-04-25,Victor/Victoria,Victor/Victoria
574,1956-05-16,The Man Who Knew Too Much,The Man Who Knew Too Much
10200,2008-12-10,The Day the Earth Stood Still,The Day the Earth Stood Still
12219,1997-08-17,12 Angry Men,12 Angry Men
9009,2005-07-08,Dark Water,Dark Water
9599,1988-08-05,The Blob,The Blob
391,1964-09-12,Per un pugno di dollari,A Fistful of Dollars
11007,2003-12-24,Cheaper by the Dozen,Cheaper by the Dozen
6217,1982-04-02,Cat People,Cat People
24795,1994-07-15,Angels in the Outfield,Angels in the Outfield
11370,2001-09-07,The Musketeer,The Musketeer
28752,1961-05-01,The Curse of the Werewolf,The Curse of the Werewolf
3111,1954-10-01,A Star Is Born,A Star Is Born
9560,1995-05-27,A Walk in the Clouds,A Walk in the Clouds
14197,2008-05-26,My Sassy Girl,My Sassy Girl
6878,1993-02-03,Homeward Bound: The Incredible Journey,Homeward Bound: The Incredible Journey
9656,2006-12-15,Black Christmas,Black Christmas
8978,2005-01-19,Assault on Precinct 13,Assault on Precinct 13
806,2006-06-06,The Omen,The Omen
11838,2002-10-18,呪怨,Ju-on: The Grudge
11862,1995-12-08,Father of the Bride Part II,Father of the Bride Part II
28431,1952-11-04,The Prisoner of Zenda,The Prisoner of Zenda
320,2002-05-24,Insomnia,Insomnia
74629,1994-09-28,Attack of the 50 Ft. Woman,Attack of the 50 Ft. Woman
1534,2007-01-11,Pathfinder,Pathfinder
3079,1957-05-20,The Curse of Frankenstein,The Curse of Frankenstein
11850,1978-12-20,Invasion of the Body Snatchers,Invasion of the Body Snatchers
8879,1985-06-28,Pale Rider,Pale Rider
30584,1984-08-17,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight
16061,2008-10-04,東京残酷警察,Tokyo Gore Police
38985,1977-06-24,Sorcerer,Sorcerer
2044,2006-06-16,The Lake House,The Lake House
10730,1976-09-08,King Kong,King Kong
11064,1985-05-22,Brewster's Millions,Brewster's Millions
503,2006-05-03,Poseidon,Poseidon
19025,2007-10-12,भूल भुलैया,Bhool Bhulaiyaa
46845,1971-11-24,Man in the Wilderness,Man in the Wilderness
18487,2009-06-10,The Taking of Pelham 1 2 3,The Taking of Pelham 1 2 3
10007,2006-05-19,See No Evil,See No Evil
1903,2001-12-14,Vanilla Sky,Vanilla Sky
28768,1988-06-22,Faceless,Faceless
15301,1983-06-24,Twilight Zone: The Movie,Twilight Zone: The Movie
26688,2009-09-09,Sorority Row,Sorority Row
13184,2008-08-21,Bangkok Dangerous,Bangkok Dangerous
6933,2008-01-04,One Missed Call,One Missed Call
24070,1994-12-21,Mixed Nuts,Mixed Nuts
12085,2008-01-17,Mad Money,Mad Money
10593,1998-11-20,Il fantasma dell'Opera,The Phantom of the Opera
19185,1990-10-19,Night of the Living Dead,Night of the Living Dead
28770,1959-06-15,The Man Who Could Cheat Death,The Man Who Could Cheat Death
37254,2001-12-20,Mermaid Chronicles Part 1: She Creature,Mermaid Chronicles Part 1: She Creature
7342,2002-11-04,Carrie,Carrie
33521,1979-07-20,Dracula,Dracula
11026,2004-08-20,Exorcist: The Beginning,Exorcist: The Beginning
1970,2004-10-22,The Grudge,The Grudge
11000,1996-03-08,The Birdcage,The Birdcage
11846,1991-12-20,Father of the Bride,Father of the Bride
28292,1936-02-20,Follow the Fleet,Follow the Fleet
479,2000-06-15,Shaft,Shaft
10083,1987-08-14,No Way Out,No Way Out
33788,2009-07-16,Possession,Possession
36914,1987-10-02,Like Father Like Son,Like Father Like Son
4520,2007-10-12,Sleuth,Sleuth
31676,1990-10-05,Desperate Hours,Desperate Hours
15084,2005-09-09,Salaam Namaste,Salaam Namaste
10498,1993-03-19,Point of No Return,Point of No Return
10320,2005-03-10,The Ring Two,The Ring Two
10955,2002-09-02,Ripley's Game,Ripley's Game
82,2006-07-27,Miami Vice,Miami Vice
27088,1982-06-26,The Last American Virgin,The Last American Virgin
8398,2007-01-19,The Hitcher,The Hitcher
15917,2002-07-11,देवदास,Devdas
8849,2004-10-22,Alfie,Alfie
16764,2004-11-12,Toolbox Murders,Toolbox Murders
39287,1966-04-21,Stagecoach,Stagecoach
31909,1986-06-06,Invaders from Mars,Invaders from Mars
905,1929-01-30,Die Büchse der Pandora,Pandora's Box
9306,1996-08-23,The Island of Dr. Moreau,The Island of Dr. Moreau
9708,2006-08-31,The Wicker Man,The Wicker Man
8408,1985-07-03,Day of the Dead,Day of the Dead
11027,1981-03-20,The Postman Always Rings Twice,The Postman Always Rings Twice
8461,2008-03-14,Funny Games,Funny Games
19904,2009-10-16,The Stepfather,The Stepfather
161179,2002-09-20,Shakti: The Power,Shakti: The Power
10776,1986-12-19,Little Shop of Horrors,Little Shop of Horrors
13812,2008-10-10,Quarantine,Quarantine
42193,1968-04-10,The Charge of the Light Brigade,The Charge of the Light Brigade
27511,1924-12-22,He Who Gets Slapped,He Who Gets Slapped
38602,1980-12-01,Little Lord Fauntleroy,Little Lord Fauntleroy
5146,2003-05-23,The In-Laws,The In-Laws
13637,2007-09-15,Sukiyaki Western Django,Sukiyaki Western Django
109133,1962-05-25,The Cabinet of Caligari,The Cabinet of Caligari
26932,1977-07-13,The Island of Dr. Moreau,The Island of Dr. Moreau
30944,2000-05-28,On the Beach,On the Beach
9666,2003-08-15,呪怨2,Ju-on: The Grudge 2
91217,1990-02-02,Men Don't Leave,Men Don't Leave
18990,1959-08-01,The Mummy,The Mummy
9260,2002-05-24,Welcome to Collinwood,Welcome to Collinwood
63647,2004-04-17,கில்லி,Ghilli
28969,2009-02-27,The Velveteen Rabbit,The Velveteen Rabbit
34014,1988-09-09,Moon Over Parador,Moon Over Parador
1975,2006-10-12,The Grudge 2,The Grudge 2
18573,1953-04-16,House of Wax,House of Wax
16345,2009-02-13,बिल्लू,Billu
9574,1997-11-26,Flubber,Flubber
9682,2006-08-11,Pulse,Pulse
8487,1999-06-30,Wild Wild West,Wild Wild West
5971,1989-06-02,We're No Angels,We're No Angels
288512,1938-07-27,I'll Give a Million,I'll Give a Million
143136,1999-07-17,용가리,Yonggary
44626,1947-05-28,The Long Night,The Long Night
46500,1984-09-07,The Warrior and the Sorceress,The Warrior and the Sorceress
64255,2001-05-08,Carmen: A Hip Hopera,Carmen: A Hip Hopera
25892,1965-02-22,Cinderella,Cinderella
17501,2006-10-20,डॉन,Don
31674,1989-02-10,Cousins,Cousins
109235,1946-03-21,The Kid from Brooklyn,The Kid from Brooklyn
76465,1941-02-21,The Strawberry Blonde,The Strawberry Blonde
4542,1964-12-18,Emil and the Detectives,Emil and the Detectives
46330,1962-06-25,The Phantom of the Opera,The Phantom of the Opera
46918,1959-11-17,浮草,Floating Weeds
10461,2000-10-06,Get Carter,Get Carter
36174,2002-12-26,"Goodbye, Mr. Chips","Goodbye, Mr. Chips"
121230,1946-05-05,The Virginian,The Virginian
43120,1958-11-15,Missile to the Moon,Missile to the Moon
13440,2002-10-25,The Truth About Charlie,The Truth About Charlie
20483,2004-02-06,Catch That Kid,Catch That Kid
8333,1974-10-02,The Taking of Pelham One Two Three,The Taking of Pelham One Two Three
418956,1939-04-07,The Ugly Duckling,The Ugly Duckling
46717,1994-01-21,Intersection,Intersection
11103,1996-11-07,Head Above Water,Head Above Water
29070,1966-03-02,Blood Bath,Blood Bath
9941,1986-01-31,Down and Out in Beverly Hills,Down and Out in Beverly Hills
22998,1983-12-16,To Be or Not to Be,To Be or Not to Be
25338,1978-09-07,The Silent Partner,The Silent Partner
31696,1991-04-26,A Kiss Before Dying,A Kiss Before Dying
29705,1935-10-27,The Tunnel,The Tunnel
222858,1995-09-12,A Bucket of Blood,A Bucket of Blood
8617,2008-04-10,Prom Night,Prom Night
151848,1936-10-14,The Garden of Allah,The Garden of Allah
43366,1952-02-22,The Belle of New York,The Belle of New York
2020,1999-11-05,The Bachelor,The Bachelor
9822,1998-12-25,Mighty Joe Young,Mighty Joe Young
69928,1983-12-18,The Man Who Loved Women,The Man Who Loved Women
131758,1955-07-22,"How To Be Very, Very Popular","How To Be Very, Very Popular"
45437,1991-08-17,黑貓,Black Cat
2212,1997-01-31,Nightwatch,Nightwatch
28637,1932-09-06,Unheimliche Geschichten,The Living Dead
25166,2000-03-03,Drowning Mona,Drowning Mona
1815,1978-03-13,The Big Sleep,The Big Sleep
74837,1969-01-19,In the Year 2889,In the Year 2889
19058,2001-09-06,Down,Down
77109,1978-02-28,Legacy of Blood,Legacy of Blood
43340,1954-12-01,Young at Heart,Young at Heart
33738,1949-03-09,Take Me Out to the Ball Game,Take Me Out to the Ball Game
74484,1932-01-09,The Woman from Monte Carlo,The Woman from Monte Carlo
5319,1999-06-18,हम दिल दे चुके सनम,Hum Dil De Chuke Sanam
112257,1945-11-23,A Game of Death,A Game of Death
43794,1941-07-04,Moon Over Miami,Moon Over Miami
43453,1948-12-22,The Dark Past,The Dark Past
16487,1995-12-25,The Spirit of Christmas,The Spirit of Christmas
10389,2002-05-09,見鬼,The Eye
86962,1989-11-04,The Phantom of the Opera,The Phantom of the Opera
110683,1983-04-21,The Wicked Lady,The Wicked Lady
11807,2007-10-26,जब वी मेट,Jab We Met
161212,2005-11-03,क्योंकि,Kyon Ki...
8414,2007-07-13,Interview,Interview
20735,1997-02-14,That Darn Cat,That Darn Cat
23767,2007-12-14,பில்லா,Billa
9785,2007-04-27,The Invisible,The Invisible
336748,2004-09-18,Le silence de la mer,Silence of the Sea
54544,2001-02-28,Un crime au Paradis,A Crime in Paradise
46525,1956-09-07,Back from Eternity,Back from Eternity
25876,1951-10-25,The Racket,The Racket
59897,1984-04-06,Where the Boys Are,Where the Boys Are
27197,1963-01-13,雪之丞変化,An Actor's Revenge
79982,1997-07-18,हां बॉस,Yes Boss
76205,1990-05-09,Jours tranquilles à Clichy,Quiet Days in Clichy
6071,1995-04-21,Kiss of Death,Kiss of Death
40341,1998-08-21,Carnival of Souls,Carnival of Souls
25386,1959-03-13,The 39 Steps,The 39 Steps
19611,2008-09-25,保持通話,Connected
320919,1967-03-14,Winchester '73,Winchester '73
23174,2009-08-15,It's Alive,It's Alive
29101,2005-02-03,Vet Hard,Too Fat Too Furious
45914,2005-04-02,The Quatermass Experiment,The Quatermass Experiment
37559,2003-06-20,Fanfan la tulipe,Fan-Fan the Tulip
76269,1955-12-26,Storm Over the Nile,Storm Over the Nile
97519,1973-03-14,Lost Horizon,Lost Horizon
22448,2007-06-29,आवारापन,Awarapan
22657,1938-01-16,Algiers,Algiers
143170,1948-11-20,That Wonderful Urge,That Wonderful Urge
29577,1951-04-20,On the Riviera,On the Riviera
62132,1987-07-24,Blood Diner,Blood Diner
19636,2005-11-03,गरम मसाला,Garam Masala
170261,1980-10-31,The Legend of Sleepy Hollow,The Legend of Sleepy Hollow
37576,1999-06-12,링,The Ring Virus
43489,1945-04-07,Brewster's Millions,Brewster's Millions
315838,1980-10-31,Witches' Brew,Witches' Brew
42511,1921-12-28,Orphans of the Storm,Orphans of the Storm
314370,1998-02-01,The Taking of Pelham One Two Three,The Taking of Pelham One Two Three
119694,1996-08-08,The Sunshine Boys,The Sunshine Boys
68430,1991-09-18,Paradise,Paradise
71655,1955-01-27,Escuela de vagabundos,School for Tramps
375569,2004-03-03,Kingdom Hospital,Kingdom Hospital
119308,2007-08-13,Hasta el viento tiene miedo,The Wind of Fear
4387,1996-10-25,Das Mädchen Rosemarie,A Girl Called Rosemarie
3346,1962-02-08,Frankestein el vampiro y compañía,"Frankenstein, the Vampire and Company"
51216,1998-06-19,ग़ुलाम,Ghulam
41302,1967-12-01,Zontar: The Thing from Venus,Zontar: The Thing from Venus
46618,2006-11-02,Umrao Jaan,Umrao Jaan
53122,2005-04-14,சந்திரமுகி,Chandramukhi
149955,1936-03-06,Three Godfathers,Three Godfathers
347701,2008-07-17,High School Musical: El Desafío,Viva High School Musical: Mexico
20521,2006-03-29,Reefer Madness: The Movie Musical,Reefer Madness: The Movie Musical
265710,1989-06-24,忠義群英,Seven Warriors
77013,2004-04-16,பேரழகன்,Perazhagan
3165,1981-11-27,Frankenstein Island,Frankenstein Island
123075,1985-02-07,The Bad Seed,The Bad Seed
48613,1989-01-02,La maschera del demonio,The Mask of Satan
86182,1978-11-01,The Cat and the Canary,The Cat and the Canary
107678,1958-05-10,Violent Road,Violent Road
291950,1939-03-10,The Spirit of Culver,The Spirit of Culver
20646,2002-06-22,新・仁義の墓場,Graveyard of Honor
141871,1955-12-14,The Miracle on 34th Street,The Miracle on 34th Street
23691,2006-10-22,The Initiation of Sarah,The Initiation of Sarah
43121,1958-04-21,無法松の一生,The Rickshaw Man
49130,1971-08-26,Nella stretta morsa del ragno,Web of the Spider
120357,1936-09-25,Craig's Wife,Craig's Wife
20364,2004-11-26,Hulchul,Hulchul
281444,1988-04-10,Red River,Red River
61369,1932-10-12,Rain,Rain
297302,1980-07-23,Katorse,Katorse
295736,1931-03-08,Three Rogues,Three Rogues
40028,1988-05-20,Not of This Earth,Not of This Earth
53441,1955-08-25,You're Never Too Young,You're Never Too Young
87983,1953-01-16,The Clown,The Clown
45628,1948-04-01,Casbah,Casbah
291539,1998-01-04,Outrage,Outrage
55627,1991-05-31,100 Days,100 Days
358621,1948-12-26,Frontier Revenge,Frontier Revenge
1014216,1976-07-28,Woman of the Year,Woman of the Year
36852,1995-12-03,Bye Bye Birdie,Bye Bye Birdie
85609,1964-10-07,The Outrage,The Outrage
177923,2001-03-23,W pustyni i w puszczy,In Desert and Wilderness
39506,1965-02-27,春婦伝,Story of a Prostitute
1094703,1979-05-05,Beane's of Boston,Beane's of Boston
38473,2008-07-05,火垂るの墓,Tombstone of the Fireflies
33206,2008-06-13,Mere Baap Pehle Aap,Mere Baap Pehle Aap
20534,2004-04-02,Murder,Murder
127777,1895-12-28,Les forgerons,The Blacksmiths
63088,1967-10-20,The Eye Creatures,The Eye Creatures
47698,1974-01-01,Great Expectations,Great Expectations
116091,1945-08-30,If a Body Meets a Body,If a Body Meets a Body
298101,1932-12-02,Too Busy to Work,Too Busy to Work
146296,1960-12-22,El fantasma de la opereta,The Phantom of the Operetta
48202,1961-06-01,Creature from the Haunted Sea,Creature from the Haunted Sea
359198,1927-09-03,The Loves of Carmen,The Loves of Carmen
92352,1937-08-19,Confession,Confession
92261,1959-02-17,The Cosmic Man,The Cosmic Man
252694,1975-01-15,The Hatfields and the McCoys,The Hatfields and the McCoys
5972,1982-12-04,Witness for the Prosecution,Witness for the Prosecution
295749,1931-07-15,Ex-Bad Boy,Ex-Bad Boy
337803,1981-04-09,Dial M for Murder,Dial M for Murder
348052,1996-02-16,Papi Gudia,Papi Gudia
137509,1932-11-09,Wild Girl,Wild Girl
94533,1958-09-03,The Badlanders,The Badlanders
279984,1986-01-05,The Defiant Ones,The Defiant Ones
327760,1939-11-26,Geronimo,Geronimo
257925,1958-04-01,忠臣蔵,The Loyal 47 Ronin
18916,2008-01-01,L'Emmerdeur,A Pain in the Ass
185090,1981-09-12,白日夢,Day Dream
443624,2007-06-06,बॉम्बे टू गोआ,Journey Bombay to Goa
199514,1950-01-28,Doña Diabla,The Devil Is a Woman
4544,1954-10-14,Emil und die Detektive,Emil and the Detectives
139246,1907-02-23,The Haunted Hotel,The Haunted Hotel
15978,2005-05-20,Naina,Naina
21984,1982-03-05,अंगूर,Angoor
4541,1935-02-05,Emil and the Detectives,Emil and the Detectives
19418,2007-09-14,ढोल,Dhol
269165,1963-10-25,Die zwölf Geschworenen,The Twelve Jurors
142631,2001-06-21,लव के लिये कुछ भी करेगा,Love Ke Liye Kuch Bhi Karega
292000,1988-10-24,Indiscreet,Indiscreet
170499,1987-08-22,The Man Who Fell to Earth,The Man Who Fell to Earth
93528,1957-12-11,Wild Is the Wind,Wild Is the Wind
67154,1941-08-11,Orphans' Benefit,Orphans' Benefit
369608,1994-11-10,人魚傳說,Mermaid Got Married
162957,1930-07-22,Manslaughter,Manslaughter
162066,1992-10-30,Muskurahat,Muskurahat
282554,2004-08-27,ಆಪ್ತಮಿತ್ರ,Apthamitra
271561,1959-09-04,The Blue Angel,The Blue Angel
266257,1930-05-21,Bride of the Regiment,Bride of the Regiment
29605,1940-11-15,One Night in the Tropics,One Night in the Tropics
135985,1940-05-04,Saturday's Children,Saturday's Children
63819,2003-11-21,குறும்பு,Kurumbu
1087622,1981-01-02,Ceremonia secreta,Ceremonia secreta
223271,1997-01-01,Star Portal,Star Portal
54148,2003-09-19,Días de fútbol,Soccer Days
89160,1954-06-08,Father Brown,Father Brown
241225,1946-09-03,Three Little Girls in Blue,Three Little Girls in Blue
243812,1936-04-18,The Harvester,The Harvester
96951,1922-12-31,Salomé,Salomé
280988,2002-09-06,சுந்தரா டிராவல்ஸ்,Sundhara Travels
330890,1950-06-02,West of the Brazos,West of the Brazos
101320,2000-04-02,The Spiral Staircase,The Spiral Staircase
368666,1992-01-28,Notorious,Notorious
171908,1967-08-02,The Perils of Pauline,The Perils of Pauline
80945,2006-11-16,భాగ్యలక్ష్మి బంపర్ డ్రా,Bhagyalakshmi Bumper Draw
402883,2000-06-20,How to Marry a Billionaire: A Christmas Tale,How to Marry a Billionaire: A Christmas Tale
104460,1896-01-01,Une partie de cartes,Playing Cards
63671,2004-07-30,ఘర్షణ,Gharshana
529183,1936-01-22,Collegiate,Collegiate
437936,1982-11-23,Country Gold,Country Gold
27504,1930-07-12,The Unholy Three,The Unholy Three
71098,1943-06-05,Jitterbugs,Jitterbugs
233394,1992-12-12,Six Characters in Search of An Author,Six Characters in Search of An Author
155949,2006-08-25,Aap Ki Khatir,Aap Ki Khatir
59918,2007-10-24,Le Deuxième Souffle,The Second Wind
561632,1983-05-09,I Want to Live,I Want to Live
130624,1935-10-30,Das Mädchen vom Moorhof,The Girl from the Marsh Croft
10444,1962-09-06,Das Testament des Dr. Mabuse,The Terror of Doctor Mabuse
678027,1981-09-17,La leyenda del tambor,La leyenda del tambor
139132,1969-05-01,The Mad Room,The Mad Room
84834,1973-10-13,Double Indemnity,Double Indemnity
84505,1932-10-01,Kongo,Kongo
55658,1986-07-23,एक रुका हुआ फैसला,Ek Ruka Hua Faisla
237743,1974-04-03,Zehreela Insaan,Zehreela Insaan
180715,1949-04-27,Red Canyon,Red Canyon
423815,2002-04-04,Aaduthu Paaduthu,Aaduthu Paaduthu
78952,2004-01-15,எங்கள் அண்ணா,Engal Anna
263270,1957-04-22,The Good Companions,The Good Companions
69625,2006-02-01,சரவணா,Saravana
257723,1983-01-01,Ölüme Son Adım,Last Step to Death
658371,1942-08-09,Avioliittoyhtiö,Avioliittoyhtiö
93630,1968-02-01,Curse of the Swamp Creature,Curse of the Swamp Creature
332513,1984-03-14,El pan debajo del brazo,El pan debajo del brazo
281871,2008-01-15,వాన,Vaana
69670,2005-11-02,மஜா,Majaa
118843,1991-01-01,Pyar Hua Chori Chori,Pyar Hua Chori Chori
67382,1999-04-09,Anthropophagous 2000,Anthropophagous 2000
1914,2006-04-26,FC Venus,FC Venus
337184,1927-11-27,The Wizard,The Wizard
193411,1900-03-09,The Kiss,The Kiss
353594,2008-09-20,次郎長三国志,Samurai Gangsters
318505,1948-01-21,Los que volvieron,Those Who Came Back
66586,2008-10-13,Der Besuch der alten Dame,The Visit
404235,1936-08-22,Love Begins at Twenty,Love Begins at Twenty
755167,1939-01-01,雲裳仙子,The Angel
669606,1960-01-07,Mrs. Miniver,Mrs. Miniver
82775,1943-03-12,El circo,El circo
252852,1971-10-23,Death Takes a Holiday,Death Takes a Holiday
455884,1949-10-29,The Wolf Hunters,The Wolf Hunters
209924,1941-05-16,I'll Wait for You,I'll Wait for You
763409,1921-02-25,Setřelé písmo,Setřelé písmo
116545,2003-06-14,Atraco a las 3… y media,Robbery at 3 O'clock… and Half
97306,1967-01-01,Creature of Destruction,Creature of Destruction
20971,2006-01-12,Zinda,Zinda
446034,2000-12-01,Wings of the Crow,Wings of the Crow
326828,1957-04-05,La Garçonne,La Garçonne
190474,1961-11-27,The Hellions,The Hellions
160610,1970-05-26,La tonta del bote,La tonta del bote
270916,1993-05-21,गर्दिश,Gardish
302254,1982-02-05,रक्षा,Raksha
472418,2004-01-17,The Call,The Call
270442,2007-10-30,Kingdom of the Vampire,Kingdom of the Vampire
262495,1998-07-21,La vuelta del Coyote,La vuelta del Coyote
334094,1928-11-15,Alias Jimmy Valentine,Alias Jimmy Valentine
260159,1974-07-07,Un capitán de quince años,Fifteen Year Old Captain
41170,1999-12-09,Hippolyt,Hippolyt
120629,1982-06-26,화녀 '82,Woman of Fire '82
98119,2008-07-07,Attack of the Giant Leeches,Attack of the Giant Leeches
72578,2003-11-10,Khwahish,Khwahish
304088,1991-04-05,बेनाम बादशाह,Benaam Badsha
311702,1994-09-17,仙人掌,Run
61569,1990-05-18,The Children,The Children
272860,1970-01-02,Sürtük,Streetwalker
69650,2002-07-19,யூத்,Youth
372755,1980-12-15,Buscando un campeon,Buscando un campeon
329419,1951-12-18,The Small Miracle,Never Take No for an Answer
167014,2006-03-03,La semana que viene (sin falta),La semana que viene (sin falta)
171136,2008-02-18,Fleisch,Deadly Harvest
252957,1974-11-27,The Godchild,The Godchild
51560,1976-07-29,Oz,Twentieth Century Oz
367502,1968-06-20,La endemoniada,A Woman Possessed
423811,1931-09-06,Merely Mary Ann,Merely Mary Ann
205827,1994-09-23,Reform School Girl,Reform School Girl
115070,2006-02-05,Asthram,Asthram
166652,1930-01-07,Ladrones,Thieves
66287,1982-07-11,புது கவிதை,Puthu Kavithai
231681,1897-12-15,The Haunted Castle,The Haunted Castle
