id,release_date,original_title,title,collection,collection_id,budget,revenue,runtime,popularity,vote_average,vote_count,adult,belongs_to_collection,genres,production_companies,spoken_languages,status,tagline,overview,imdb_id,production_countries,original_language
181812,2019-12-18,Star Wars: The Rise of Skywalker,Star Wars: The Rise of Skywalker,Star Wars Collection,10,416000000,1074144248,142,53.564,6.314,9894,False,"{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/r8Ph5MYXL04Qzu4QBbq2KjqwtkQ.jpg', 'backdrop_path': '/zZDkgOmFMVYpGAkR9Tkxw0CRnxX.jpg'}","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 1, 'logo_path': '/tlVSws0RvvtPBwViUyOFAO0vcQS.png', 'name': 'Lucasfilm Ltd.', 'origin_country': 'US'}, {'id': 11461, 'logo_path': '/p9FoEt5shEKRWRKVIlvFaEmRnun.png', 'name': 'Bad Robot', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The saga will end. The story lives forever.,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",tt2527338,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
181808,2017-12-13,Star Wars: The Last Jedi,Star Wars: The Last Jedi,Star Wars Collection,10,200000000,1332698830,152,63.989,6.789,15264,False,"{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/r8Ph5MYXL04Qzu4QBbq2KjqwtkQ.jpg', 'backdrop_path': '/zZDkgOmFMVYpGAkR9Tkxw0CRnxX.jpg'}","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 1, 'logo_path': '/tlVSws0RvvtPBwViUyOFAO0vcQS.png', 'name': 'Lucasfilm Ltd.', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Always in motion is the future.,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",tt2527336,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
812,1992-11-25,Aladdin,Aladdin,Aladdin Collection,86027,28000000,504050219,95,69.008,7.652,11228,False,"{'id': 86027, 'name': 'Aladdin Collection', 'poster_path': '/9jAbtLbAbebtuF5q1gZIPUCuegd.jpg', 'backdrop_path': '/kUHyN9PzQ59e2n3CwqMG99yxBvh.jpg'}","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 171656, 'logo_path': '/4UBohOtIr9DtxylH48Qsg6aDow6.png', 'name': 'Walt Disney Feature Animation', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Imagine if you had three wishes, three hopes, three dreams and they all could come true.","Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street urchin Aladdin. The couple falls in love, although Jasmine may only marry a prince. After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",tt0103639,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
15969,1994-05-20,The Return of Jafar,The Return of Jafar,Aladdin Collection,86027,3500000,0,69,28.0,6.2,3334,False,"{'id': 86027, 'name': 'Aladdin Collection', 'poster_path': '/9jAbtLbAbebtuF5q1gZIPUCuegd.jpg', 'backdrop_path': '/kUHyN9PzQ59e2n3CwqMG99yxBvh.jpg'}","[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 3475, 'logo_path': '/jTPNzDEn7eHmp3nEXEEtkHm6jLg.png', 'name': 'Disney Television Animation', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The Aladdin adventure continues...,"The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.",tt0107952,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
11238,1996-05-20,Aladdin and the King of Thieves,Aladdin and the King of Thieves,Aladdin Collection,86027,0,0,81,18.972,6.3,1851,False,"{'id': 86027, 'name': 'Aladdin Collection', 'poster_path': '/9jAbtLbAbebtuF5q1gZIPUCuegd.jpg', 'backdrop_path': '/kUHyN9PzQ59e2n3CwqMG99yxBvh.jpg'}","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","[{'id': 3475, 'logo_path': '/jTPNzDEn7eHmp3nEXEEtkHm6jLg.png', 'name': 'Disney Television Animation', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The Spectacular Adventure Continues!,"Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew.",tt0115491,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
127620,1973-11-08,"Ci risiamo, vero Provvidenza?","Here We Go Again, Eh Providence?",Providence?,1220627,0,0,99,0.606,5.0,3,False,"{'id': 1220627, 'name': 'Providence?', 'poster_path': None, 'backdrop_path': '/jrzq6HARYZxS0OQLe0ha2wd8jv5.jpg'}","[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 1398, 'logo_path': None, 'name': 'Les Films Corona', 'origin_country': 'FR'}, {'id': 1798, 'logo_path': None, 'name': 'Oceania Film', 'origin_country': 'IT'}, {'id': 11603, 'logo_path': None, 'name': 'PEC', 'origin_country': ''}, {'id': 15969, 'logo_path': None, 'name': 'Producciones Cinematográficas D.I.A.', 'origin_country': 'ES'}]","[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Providence is up to his old tricks again and must find a new way to get money after the new President declares a general amnesty.,tt0069826,"[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'FR', 'name': 'France'}]",it
112563,1972-10-26,"La vita, a volte, è molto dura, vero Provvidenza?","Life Is Tough, Eh Providence?",Providence?,1220627,0,0,100,6.922,5.6,13,False,"{'id': 1220627, 'name': 'Providence?', 'poster_path': None, 'backdrop_path': '/jrzq6HARYZxS0OQLe0ha2wd8jv5.jpg'}","[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 1798, 'logo_path': None, 'name': 'Oceania Film', 'origin_country': 'IT'}, {'id': 10483, 'logo_path': None, 'name': 'Theatre Le Rex', 'origin_country': 'FR'}, {'id': 2400, 'logo_path': None, 'name': 'Unidis', 'origin_country': 'IT'}, {'id': 619, 'logo_path': None, 'name': 'Terra-Filmkunst', 'origin_country': 'DE'}]","[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,"An eccentric bounty hunter named Providence captures and sets free a criminal in order to collect the same bounty over and over again in different states, until they discover that a local sheriff is up to something crooked.",tt0069468,"[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",it
11315,1999-11-27,DEAD OR ALIVE 犯罪者,Dead or Alive,Dead or Alive Collection,192532,4615,0,105,5.961,6.3,156,False,"{'id': 192532, 'name': 'Dead or Alive Collection', 'poster_path': '/hh7mpirp3imQWBqU66jj9fPAoWW.jpg', 'backdrop_path': '/8pnIDTXjw71wUdbiUVZLAhRcqxj.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'id': 9221, 'logo_path': '/7hEAueutGnsQUyUGnp5zQ1YmCrO.png', 'name': 'Toei Video Company', 'origin_country': 'JP'}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,A daring exercise in ultra-violent extremes.,Ryūichi and his small gang of Triad vie for control of the Japanese underworld in a crime-ridden Shinjuku quarter while Detective Jojima tries to bring it down.,tt0221111,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",ja
13899,2000-12-02,DEAD OR ALIVE 2 逃亡者,Dead or Alive 2: Birds,Dead or Alive Collection,192532,0,0,97,7.052,6.8,92,False,"{'id': 192532, 'name': 'Dead or Alive Collection', 'poster_path': '/hh7mpirp3imQWBqU66jj9fPAoWW.jpg', 'backdrop_path': '/8pnIDTXjw71wUdbiUVZLAhRcqxj.jpg'}","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 9221, 'logo_path': '/7hEAueutGnsQUyUGnp5zQ1YmCrO.png', 'name': 'Toei Video Company', 'origin_country': 'JP'}, {'id': 9222, 'logo_path': None, 'name': 'Excellent Film', 'origin_country': ''}, {'id': 880, 'logo_path': '/vwhPRAZ4lhUtSuaifk4Au2MIm92.png', 'name': 'Daiei Film', 'origin_country': 'JP'}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Two contract killers cross paths in the middle of the same job and realize they are childhood friends. Together they take a break from killing and visit the small island they once called home. After reflecting on their past lives they decided to team up and use their talents in killing for good... much to the upset of the crime syndicates.,tt0285005,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",ja
36222,2002-01-12,DEAD OR ALIVE FINAL,Dead or Alive: Final,Dead or Alive Collection,192532,0,0,89,11.407,5.6,63,False,"{'id': 192532, 'name': 'Dead or Alive Collection', 'poster_path': '/hh7mpirp3imQWBqU66jj9fPAoWW.jpg', 'backdrop_path': '/8pnIDTXjw71wUdbiUVZLAhRcqxj.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 80, 'name': 'Crime'}]","[{'id': 9222, 'logo_path': None, 'name': 'Excellent Film', 'origin_country': ''}, {'id': 9221, 'logo_path': '/7hEAueutGnsQUyUGnp5zQ1YmCrO.png', 'name': 'Toei Video Company', 'origin_country': 'JP'}, {'id': 880, 'logo_path': '/vwhPRAZ4lhUtSuaifk4Au2MIm92.png', 'name': 'Daiei Film', 'origin_country': 'JP'}]","[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,"Set in a post apocalyptic Yokohama where the population is kept under rigid control by a homosexual megalomaniac mayor. The citizens are administered drugs to suppress heterosexual urges. Officer Takeshi Honda is a hard boiled cop enforcing the mayor's agenda, and Ryō is a mellowed out drifter that hooks up with a gang of rebels. When the gang kidnap Takeshi's son, it begins a series of events leading to an inevitable showdown.",tt0301167,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",ja
838,1973-08-11,American Graffiti,American Graffiti,American Graffiti Collection,124950,777000,140000000,110,15.311,7.0,1422,False,"{'id': 124950, 'name': 'American Graffiti Collection', 'poster_path': '/gSvqziPNizBJA9LSxaDzTAkurTl.jpg', 'backdrop_path': '/fkQH8aHqLpdDYXyCXdqRgYOhsoN.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'id': 33, 'logo_path': '/3wwjVpkZtnog6lSKzWDjvw2Yi00.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 1, 'logo_path': '/tlVSws0RvvtPBwViUyOFAO0vcQS.png', 'name': 'Lucasfilm Ltd.', 'origin_country': 'US'}, {'id': 536, 'logo_path': None, 'name': 'The Coppola Company', 'origin_country': 'US'}, {'id': 70, 'logo_path': '/ueaENQkPcy8rlr5fGZVBXKOhlBh.png', 'name': 'American Zoetrope', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Where were you in '62?,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,tt0069704,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
33258,1979-08-03,More American Graffiti,More American Graffiti,American Graffiti Collection,124950,2500000,15000000,110,7.53,5.1,96,False,"{'id': 124950, 'name': 'American Graffiti Collection', 'poster_path': '/gSvqziPNizBJA9LSxaDzTAkurTl.jpg', 'backdrop_path': '/fkQH8aHqLpdDYXyCXdqRgYOhsoN.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","[{'id': 33, 'logo_path': '/3wwjVpkZtnog6lSKzWDjvw2Yi00.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 1, 'logo_path': '/tlVSws0RvvtPBwViUyOFAO0vcQS.png', 'name': 'Lucasfilm Ltd.', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Icelandic', 'iso_639_1': 'is', 'name': 'Íslenska'}]",Released,The sights and sounds of the '60s. There were bittersweet times. There were funny times. And it was all unforgettable.,College graduates deal with Vietnam and other issues of the late '60s.,tt0079576,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
57025,2007-12-25,Desperadas,Desperadas,Desperadas Collection,786458,0,0,102,1.382,0.0,0,False,"{'id': 786458, 'name': 'Desperadas Collection', 'poster_path': None, 'backdrop_path': None}","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 8358, 'logo_path': None, 'name': 'Regal Multimedia', 'origin_country': ''}, {'id': 8238, 'logo_path': '/3f3SS3sep9V3Nf7RAxNd5UUEw1E.png', 'name': 'Regal Entertainment', 'origin_country': 'PH'}]","[{'english_name': 'Tagalog', 'iso_639_1': 'tl', 'name': ''}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,All they need is Love,"The story is about four beautiful half-sisters - Isabella, Courtney, Stephanie and Patricia - who have problems in their personal life. Isabella has issues with commitment, Stephanie is having problems with her husband Richard, Courtney's boyfriend Patrick becomes a Born again Christian and Patricia publishes her new sex book much to the dismay of her husband who's having trouble with their relationship as a couple.",tt1056421,"[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",en
86335,2008-12-25,Desperadas 2,Desperadas 2,Desperadas Collection,786458,0,0,110,1.267,5.7,3,False,"{'id': 786458, 'name': 'Desperadas Collection', 'poster_path': None, 'backdrop_path': None}","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'id': 8358, 'logo_path': None, 'name': 'Regal Multimedia', 'origin_country': ''}, {'id': 8238, 'logo_path': '/3f3SS3sep9V3Nf7RAxNd5UUEw1E.png', 'name': 'Regal Entertainment', 'origin_country': 'PH'}]","[{'english_name': 'Tagalog', 'iso_639_1': 'tl', 'name': ''}]",Released,,"The story of Desperadas 2 is about four half-sisters - Isabella, Patricia, Stephanie, and Courtney - who have another big problems in their life. They also found out that they have another half-sister, Lugaluda.",tt1308642,"[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",tl
262141,1951-09-14,Fanfaren der Liebe,Fanfares of Love,Fanfaren der... - Reihe,948253,0,0,91,1.499,3.5,2,False,"{'id': 948253, 'name': 'Fanfaren der... - Reihe', 'poster_path': None, 'backdrop_path': None}","[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]","[{'id': 20521, 'logo_path': '/umPV6gEtvSiqGuNyXAuuXdGZRYe.png', 'name': 'Neue Deutsche Filmgesellschaft', 'origin_country': 'DE'}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Two out of work musicians put on drag to get work in an all girl band. Inevitable comical romantic complications ensue.,tt0043522,"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",de
