id,release_date,original_title,title
8871,2000-11-17,How the Grinch Stole Christmas,How the Grinch Stole Christmas
671,2001-11-16,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone
278,1994-09-23,The Shawshank Redemption,The Shawshank Redemption
550,1999-10-15,Fight Club,Fight Club
13,1994-06-23,Forrest Gump,Forrest Gump
120,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring
411,2005-12-07,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
238,1972-03-14,The Godfather,The Godfather
122,2003-12-17,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
674,2005-11-16,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire
808,2001-05-18,Shrek,Shrek
630,1939-08-15,The Wizard of Oz,The Wizard of Oz
17979,2009-11-04,A Christmas Carol,A Christmas Carol
10625,2004-04-30,Mean Girls,Mean Girls
121,2002-12-18,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers
118,2005-07-13,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory
562,1988-07-15,Die Hard,Die Hard
14836,2009-02-05,Coraline,Coraline
240,1974-12-20,The Godfather Part II,The Godfather Part II
8966,2008-11-20,Twilight,Twilight
796,1999-03-05,Cruel Intentions,Cruel Intentions
27066,1994-01-27,L'uomo che guarda,The Voyeur
350,2006-06-29,The Devil Wears Prada,The Devil Wears Prada
628,1994-11-11,Interview with the Vampire,Interview with the Vampire
10830,1996-08-02,Matilda,Matilda
10184,2009-02-06,He's Just Not That Into You,He's Just Not That Into You
11036,2004-06-25,The Notebook,The Notebook
50270,1991-02-13,Paprika,Paprika
19119,1950-06-15,Night and the City,Night and the City
578,1975-06-20,Jaws,Jaws
36557,2006-11-14,Casino Royale,Casino Royale
6479,2007-12-12,I Am Legend,I Am Legend
18183,1992-04-16,Como agua para chocolate,Like Water for Chocolate
11224,1950-02-22,Cinderella,Cinderella
646,1962-10-07,Dr. No,Dr. No
1949,2007-03-02,Zodiac,Zodiac
13394,2007-11-28,Shrek the Halls,Shrek the Halls
769,1990-09-12,GoodFellas,GoodFellas
4909,1973-05-16,The Day of the Jackal,The Day of the Jackal
497,1999-12-10,The Green Mile,The Green Mile
28,1979-08-15,Apocalypse Now,Apocalypse Now
14574,2008-05-07,The Boy in the Striped Pyjamas,The Boy in the Striped Pyjamas
13673,2004-11-24,Christmas with the Kranks,Christmas with the Kranks
2454,2008-05-15,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian
18239,2009-11-18,The Twilight Saga: New Moon,The Twilight Saga: New Moon
2048,2004-07-15,"I, Robot","I, Robot"
13377,1966-12-18,How the Grinch Stole Christmas!,How the Grinch Stole Christmas!
4348,2005-09-16,Pride & Prejudice,Pride & Prejudice
10229,2002-01-25,A Walk to Remember,A Walk to Remember
345,1999-07-16,Eyes Wide Shut,Eyes Wide Shut
694,1980-05-23,The Shining,The Shining
453,2001-12-14,A Beautiful Mind,A Beautiful Mind
3558,1999-12-21,"Girl, Interrupted","Girl, Interrupted"
10545,1996-06-21,The Hunchback of Notre Dame,The Hunchback of Notre Dame
10528,2009-12-23,Sherlock Holmes,Sherlock Holmes
1091,1982-06-25,The Thing,The Thing
5336,1976-01-10,Salò o le 120 giornate di Sodoma,"Salò, or the 120 Days of Sodom"
665,1959-11-18,Ben-Hur,Ben-Hur
2270,2007-08-10,Stardust,Stardust
7485,2007-03-22,Shooter,Shooter
7980,2009-12-26,The Lovely Bones,The Lovely Bones
1427,2006-09-13,Perfume: The Story of a Murderer,Perfume: The Story of a Murderer
10895,1940-02-23,Pinocchio,Pinocchio
78,1982-06-25,Blade Runner,Blade Runner
6977,2007-06-13,No Country for Old Men,No Country for Old Men
9880,2001-08-03,The Princess Diaries,The Princess Diaries
600,1987-06-26,Full Metal Jacket,Full Metal Jacket
4561,1975-08-27,Histoire d'O,The Story of O
433,1964-12-17,Mary Poppins,Mary Poppins
1359,2000-04-13,American Psycho,American Psycho
