id,release_date,original_title,title
269509,2023-09-22,The Canterville Ghost,The Canterville Ghost
238,1972-03-14,The Godfather,The Godfather
278,1994-09-23,The Shawshank Redemption,The Shawshank Redemption
14836,2009-02-05,Coraline,Coraline
916192,2022-09-09,夏へのトンネル、さよならの出口,"The Tunnel to Summer, the Exit of Goodbyes"
671,2001-11-16,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone
122,2003-12-17,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
937278,2022-12-28,A Man Called Otto,A Man Called Otto
120,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring
122917,2014-12-10,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies
674,2005-11-16,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire
438631,2021-09-15,Dune,Dune
198663,2014-09-10,The Maze Runner,The Maze Runner
872585,2023-07-19,Oppenheimer,Oppenheimer
808,2001-05-18,Shrek,Shrek
769,1990-09-12,GoodFellas,GoodFellas
57158,2013-12-11,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug
370172,2021-09-29,No Time to Die,No Time to Die
166428,2019-01-03,How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World
216015,2015-02-11,Fifty Shades of Grey,Fifty Shades of Grey
635910,2023-08-09,The Last Voyage of the Demeter,The Last Voyage of the Demeter
281957,2015-12-25,The Revenant,The Revenant
411,2005-12-07,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
131631,2014-11-19,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1
13,1994-06-23,Forrest Gump,Forrest Gump
550,1999-10-15,Fight Club,Fight Club
10625,2004-04-30,Mean Girls,Mean Girls
121,2002-12-18,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers
792307,2023-12-07,Poor Things,Poor Things
106646,2013-12-25,The Wolf of Wall Street,The Wolf of Wall Street
12155,2010-03-03,Alice in Wonderland,Alice in Wonderland
615656,2023-08-02,Meg 2: The Trench,Meg 2: The Trench
474350,2019-09-04,It Chapter Two,It Chapter Two
337167,2018-01-17,Fifty Shades Freed,Fifty Shades Freed
11036,2004-06-25,The Notebook,The Notebook
8966,2008-11-20,Twilight,Twilight
72190,2013-06-19,World War Z,World War Z
8871,2000-11-17,How the Grinch Stole Christmas,How the Grinch Stole Christmas
856289,2023-07-15,封神第一部：朝歌风云,Creation of the Gods I: Kingdom of Storms
286217,2015-09-30,The Martian,The Martian
6479,2007-12-12,I Am Legend,I Am Legend
695721,2023-11-15,The Hunger Games: The Ballad of Songbirds & Snakes,The Hunger Games: The Ballad of Songbirds & Snakes
537915,2019-04-11,After,After
50619,2011-11-16,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: Breaking Dawn - Part 1
50014,2011-08-09,The Help,The Help
744275,2021-09-01,After We Fell,After We Fell
11362,2002-01-23,The Count of Monte Cristo,The Count of Monte Cristo
118,2005-07-13,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory
157350,2014-03-14,Divergent,Divergent
28,1979-08-15,Apocalypse Now,Apocalypse Now
210577,2014-10-01,Gone Girl,Gone Girl
50620,2012-11-13,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga: Breaking Dawn - Part 2
27066,1994-01-27,L'uomo che guarda,The Voyeur
11324,2010-02-14,Shutter Island,Shutter Island
296096,2016-06-01,Me Before You,Me Before You
14574,2008-05-07,The Boy in the Striped Pyjamas,The Boy in the Striped Pyjamas
466420,2023-10-18,Killers of the Flower Moon,Killers of the Flower Moon
75780,2012-12-20,Jack Reacher,Jack Reacher
65754,2011-12-14,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo
350,2006-06-29,The Devil Wears Prada,The Devil Wears Prada
570670,2020-02-26,The Invisible Man,The Invisible Man
818647,2022-02-04,A través de mi ventana,Through My Window
43949,2010-08-06,Flipped,Flipped
11347,1988-09-21,The Lair of the White Worm,The Lair of the White Worm
131634,2015-11-18,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2
18239,2009-11-18,The Twilight Saga: New Moon,The Twilight Saga: New Moon
630,1939-08-15,The Wizard of Oz,The Wizard of Oz
64682,2013-05-09,The Great Gatsby,The Great Gatsby
497,1999-12-10,The Green Mile,The Green Mile
744276,2022-08-24,After Ever Happy,After Ever Happy
78,1982-06-25,Blade Runner,Blade Runner
11224,1950-02-22,Cinderella,Cinderella
930094,2023-07-27,"Red, White & Royal Blue","Red, White & Royal Blue"
49051,2012-12-12,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey
24021,2010-06-23,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse
278927,2016-04-07,The Jungle Book,The Jungle Book
665,1959-11-18,Ben-Hur,Ben-Hur
10895,1940-02-23,Pinocchio,Pinocchio
1427,2006-09-13,Perfume: The Story of a Murderer,Perfume: The Story of a Murderer
284293,2014-12-05,Still Alice,Still Alice
4348,2005-09-16,Pride & Prejudice,Pride & Prejudice
454983,2018-05-11,The Kissing Booth,The Kissing Booth
10191,2010-03-18,How to Train Your Dragon,How to Train Your Dragon
359724,2019-11-13,Ford v Ferrari,Ford v Ferrari
200727,2014-10-16,"Love, Rosie","Love, Rosie"
300668,2018-02-22,Annihilation,Annihilation
345940,2018-08-09,The Meg,The Meg
7485,2007-03-22,Shooter,Shooter
562,1988-07-15,Die Hard,Die Hard
945937,2023-12-08,Fast Charlie,Fast Charlie
32657,2010-02-01,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief
2454,2008-05-15,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian
7453,2005-04-28,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy
300671,2016-01-14,13 Hours: The Secret Soldiers of Benghazi,13 Hours: The Secret Soldiers of Benghazi
262500,2015-03-18,Insurgent,Insurgent
770,1939-03-12,Gone with the Wind,Gone with the Wind
1091,1982-06-25,The Thing,The Thing
646,1962-10-07,Dr. No,Dr. No
9880,2001-08-03,The Princess Diaries,The Princess Diaries
346364,2017-09-06,It,It
499932,2020-09-11,The Devil All the Time,The Devil All the Time
