id,release_date,original_title,title
238,1972-03-14,The Godfather,The Godfather
278,1994-09-23,The Shawshank Redemption,The Shawshank Redemption
14836,2009-02-05,Coraline,Coraline
671,2001-11-16,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone
122,2003-12-17,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King
120,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring
674,2005-11-16,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire
808,2001-05-18,Shrek,Shrek
769,1990-09-12,GoodFellas,GoodFellas
411,2005-12-07,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
13,1994-06-23,Forrest Gump,Forrest Gump
550,1999-10-15,Fight Club,Fight Club
10625,2004-04-30,Mean Girls,Mean Girls
121,2002-12-18,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers
11036,2004-06-25,The Notebook,The Notebook
8966,2008-11-20,Twilight,Twilight
8871,2000-11-17,How the Grinch Stole Christmas,How the Grinch Stole Christmas
6479,2007-12-12,I Am Legend,I Am Legend
11362,2002-01-23,The Count of Monte Cristo,The Count of Monte Cristo
118,2005-07-13,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory
28,1979-08-15,Apocalypse Now,Apocalypse Now
27066,1994-01-27,L'uomo che guarda,The Voyeur
14574,2008-05-07,The Boy in the Striped Pyjamas,The Boy in the Striped Pyjamas
350,2006-06-29,The Devil Wears Prada,The Devil Wears Prada
11347,1988-09-21,The Lair of the White Worm,The Lair of the White Worm
18239,2009-11-18,The Twilight Saga: New Moon,The Twilight Saga: New Moon
630,1939-08-15,The Wizard of Oz,The Wizard of Oz
497,1999-12-10,The Green Mile,The Green Mile
78,1982-06-25,Blade Runner,Blade Runner
11224,1950-02-22,Cinderella,Cinderella
665,1959-11-18,Ben-Hur,Ben-Hur
10895,1940-02-23,Pinocchio,Pinocchio
1427,2006-09-13,Perfume: The Story of a Murderer,Perfume: The Story of a Murderer
4348,2005-09-16,Pride & Prejudice,Pride & Prejudice
7485,2007-03-22,Shooter,Shooter
562,1988-07-15,Die Hard,Die Hard
2454,2008-05-15,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian
7453,2005-04-28,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy
770,1939-03-12,Gone with the Wind,Gone with the Wind
1091,1982-06-25,The Thing,The Thing
646,1962-10-07,Dr. No,Dr. No
9880,2001-08-03,The Princess Diaries,The Princess Diaries
10830,1996-08-02,Matilda,Matilda
1646,2007-01-05,Freedom Writers,Freedom Writers
694,1980-05-23,The Shining,The Shining
36557,2006-11-14,Casino Royale,Casino Royale
1359,2000-04-13,American Psycho,American Psycho
311,1984-05-23,Once Upon a Time in America,Once Upon a Time in America
796,1999-03-05,Cruel Intentions,Cruel Intentions
657,1963-10-10,From Russia with Love,From Russia with Love
563,1997-11-07,Starship Troopers,Starship Troopers
9078,1963-12-25,The Sword in the Stone,The Sword in the Stone
453,2001-12-14,A Beautiful Mind,A Beautiful Mind
10184,2009-02-06,He's Just Not That Into You,He's Just Not That Into You
74,2005-06-13,War of the Worlds,War of the Worlds
7980,2009-12-26,The Lovely Bones,The Lovely Bones
1429,2002-12-19,25th Hour,25th Hour
2048,2004-07-15,"I, Robot","I, Robot"
50270,1991-02-13,Paprika,Paprika
18183,1992-04-16,Como agua para chocolate,Like Water for Chocolate
6977,2007-06-13,No Country for Old Men,No Country for Old Men
658,1964-09-20,Goldfinger,Goldfinger
578,1975-06-20,Jaws,Jaws
14442,2004-04-09,Ella Enchanted,Ella Enchanted
62,1968-04-02,2001: A Space Odyssey,2001: A Space Odyssey
1267,2007-03-23,Meet the Robinsons,Meet the Robinsons
17979,2009-11-04,A Christmas Carol,A Christmas Carol
9016,2002-11-26,Treasure Planet,Treasure Planet
1573,1990-07-03,Die Hard 2,Die Hard 2
4476,1994-12-23,Legends of the Fall,Legends of the Fall
12405,2008-11-12,Slumdog Millionaire,Slumdog Millionaire
4909,1973-05-16,The Day of the Jackal,The Day of the Jackal
667,1967-06-13,You Only Live Twice,You Only Live Twice
15999,2000-08-25,吸血鬼ハンターD ブラッドラスト,Vampire Hunter D: Bloodlust
10545,1996-06-21,The Hunchback of Notre Dame,The Hunchback of Notre Dame
345,1999-07-16,Eyes Wide Shut,Eyes Wide Shut
7552,2005-12-21,Fun with Dick and Jane,Fun with Dick and Jane
14306,2008-12-25,Marley & Me,Marley & Me
1669,1990-03-02,The Hunt for Red October,The Hunt for Red October
10948,1981-07-10,The Fox and the Hound,The Fox and the Hound
1949,2007-03-02,Zodiac,Zodiac
1700,1990-11-30,Misery,Misery
682,1974-12-04,The Man with the Golden Gun,The Man with the Golden Gun
10528,2009-12-23,Sherlock Holmes,Sherlock Holmes
